番號,上班地點,上班時間,下班時間,下班地點,工時,備註
U75101,HUH,07:00 ,13:45 ,HUH,6:15,HUH BY + EMU
U75102,HUH,05:51 ,12:36 ,HUH,6:15,EMU
U75103,HTD,05:05 ,12:05 ,HUH,6:30,Run24
U75104,HUH,12:12 ,19:27 ,HTD,6:45,EMU
U75105,HUH,11:00 ,19:45 ,HUH,8:15,KB
U75106,HUH,10:55 ,17:40 ,HUH,6:15,EMU
U75107,HUH,05:22 ,13:07 ,HUH,7:15,EMU
U75108,HUH,08:14 ,14:44 ,HUH,6:00,EMU
U75109,HUH,16:45 ,01:30 ,HUH,8:15,FOTP1  STOP
U75110,HUH,19:13 ,01:43 ,HUH,6:00,SHTP3 STOP
U75111,HUH,14:04 ,20:34 ,HUH,6:00,EMU
U75112,HUH,05:17 ,12:17 ,HUH,6:30,EMU
U75113,SHT,04:05 ,10:35 ,HUH,6:00,SHTP4S Run8
U75114,HUH,12:47 ,20:17 ,HUH,7:00,EMU + PM BY
U75115,HUH,13:08 ,19:53 ,HUH,6:15,EMU
U75116,HUH,12:26 ,19:11 ,HUH,6:15,EMU
U75117,,GH,,,,
U75118,HUH,05:26 ,11:56 ,HUH,6:00,EMU
U75119,HUH,04:28 ,10:58 ,HUH,6:00,MKKP3 Run5
U75120,HUH,15:21 ,22:51 ,HTD,7:00,EMU
U75121,HUH,16:31 ,01:16 ,HUH,8:15,SHTP4  STOP
U75122,HUH,15:07 ,22:22 ,HUH,6:45,SHTP4S  STOP
U75123,HTD,06:22 ,13:22 ,HUH,6:30,EMU / HUH BY
U75124,HUH,06:51 ,14:06 ,HUH,6:45,EMU
U75125,HTD,05:11 ,11:41 ,HUH,6:00,Tun25
U75126,HUH,13:22 ,19:52 ,HUH,6:00,EMU
U75127,HUH,12:05 ,18:35 ,HUH,6:00,EMU
U75128,HUH,07:03 ,14:03 ,HUH,6:30,EMU
U75129,SHT,04:05 ,10:35 ,HUH,6:00,SHTP3 Run7
U75130,HUH,19:09 ,01:39 ,HUH,6:00,MKKP3 STOP
U75131,HUH,17:15 ,01:30 ,HUH,7:45,KB
U75132,HUH,14:39 ,22:09 ,HUH,7:00,EMU
U75133,,GH,,,,
U75134,HTD,05:00 ,13:30 ,HTD,8:00,HB/Hot Standby
U75135,HUH,04:50 ,11:20 ,HUH,6:00,HUHP1 Run1
U75136,HUH,13:50 ,21:35 ,HUH,7:15,MKKP1 STOP
U75137,HTD,17:33 ,00:48 ,HUH,6:45,Run10a
U75138,HUH,17:54 ,01:09 ,HTD,6:45,EMU
U75139,HUH,05:58 ,13:28 ,HUH,7:00,EMU
U75140,HUH,04:28 ,12:28 ,HUH,7:30,KB
U75141,HUH,07:46 ,15:01 ,HUH,6:45,EMU
U75142,HUH,18:43 ,01:43 ,HUH,6:30,HUHP1 STOP
U75143,HTD,18:42 ,01:12 ,HUH,6:00,Run16a
U75144,HUH,06:10 ,13:10 ,HUH,6:30,EMU
U75145,HUH,07:53 ,15:53 ,HUH,7:30,EMU
U75146,HUH,13:15 ,20:45 ,HUH,7:00,EMU
U75147,HUH,14:11 ,20:56 ,HUH,6:15,MKKP1S STOP
U75148,HUH,13:16 ,19:46 ,HTD,6:00,HUH BY + MKKP1S Run3
U75149,HUH,04:50 ,11:20 ,HUH,6:00,HUHP4 Run2
U75150,HUH,04:28 ,10:58 ,HUH,6:00,MKKP1 Run4
U75151,HUH,06:37 ,14:22 ,HUH,7:15,EMU
U75152,HUH,18:30 ,01:45 ,HUH,6:45,HUHP4  STOP
U75153,HUH,19:09 ,01:39 ,HUH,6:00,SHTP1  STOP
U75154,HUH,18:09 ,00:54 ,HUH,6:15,EMU
U75155,HUH,07:08 ,14:08 ,HUH,6:30,EMU
U75156,HUH,07:18 ,15:18 ,HUH,7:30,EMU
U75157,HUH,14:32 ,21:17 ,HUH,6:15,EMU
U75158,HUH,13:57 ,20:42 ,HTD,6:15,EMU
U75159,HTD,12:00 ,19:30 ,HTD,7:00,HB
U75301,HUH,08:00 ,14:30 ,HUH,6:00,P702/P705/P712
U75302,LOW,07:15 ,15:15 ,LOW,7:30,RS
U75303,HUH,23:30 ,06:30 ,HUH,6:30,ET12
U75304,HUH,22:10 ,06:10 ,HUH,7:30,ET6
U75305,HUH,22:10 ,06:10 ,HUH,7:30,ET5
U75306,HUH,10:15 ,17:15 ,HUH,6:30,P708/P713
U75307,HUH,13:36 ,20:21 ,HUH,6:15,EMU
U75308,HUH,13:30 ,22:15 ,HUH,8:15,P714/P717/P720
U75309,LOW,14:30 ,22:30 ,LOW,7:30,RS/MTT
U75310,HUH,13:30 ,21:45 ,HUH,7:45,P711/P718/P721
U75311,HUH,08:00 ,15:00 ,HUH,6:30,P703/P704/P707
U75312,HUH,08:21 ,16:06 ,HUH,7:15,EMU
U75313,HUH,22:10 ,06:10 ,HUH,7:30,ET8
U75314,HUH,22:10 ,06:10 ,HUH,7:30,ET3
U75315,HUH,22:10 ,06:10 ,HUH,7:30,ET1
U75316,LOW,07:15 ,15:15 ,LOW,7:30,RS
U75317,HUH,22:10 ,06:10 ,HUH,7:30,ET11
U75318,HUH,22:10 ,06:10 ,HUH,7:30,ET10
U75319,HUH,22:10 ,06:10 ,HUH,7:30,ET2
U75320,LOW,14:30 ,22:30 ,HUH,7:30,RS/MTT
U75321,HUH,22:10 ,06:10 ,HUH,7:30,ET9
U75322,HUH,22:10 ,06:10 ,HUH,7:30,ET7
U75323,HUH,22:10 ,06:10 ,HUH,7:30,ET4
U75501,SHS,06:44 ,13:14 ,HUH,6:00,RMU
U75502,SHS,04:55 ,11:25 ,HUH,6:00,LOWP1 Run20
U75503,SHT,04:05 ,10:35 ,HUH,6:00,FOTP4 Run11
U75504,HUH,17:20 ,23:50 ,HUH,6:00,EMU
U75505,HUH,14:25 ,21:25 ,HUH,6:30,EMU
U75506,LOW,11:00 ,18:30 ,HUH,7:00,LWM BY
U75507,SHS,04:55 ,12:55 ,HUH,7:30,LG2N Run18
U75508,SHT,04:05 ,11:50 ,HUH,7:15,SHTP4 Run19
U75509,HUH,16:52 ,00:07 ,HUH,6:45,EMU
U75510,HUH,19:06 ,01:36 ,HUH,6:00,SHSP2 STOP
U75511,HUH,14:46 ,21:46 ,HUH,6:30,EMU
U75512,HUH,07:11 ,13:41 ,HUH,6:00,EMU
U75513,SHS,04:55 ,12:25 ,HUH,7:00,LMC Step1
U75514,SHT,04:05 ,10:35 ,HUH,6:00,LOW Step1 + AM BY
U75515,HUH,13:29 ,19:59 ,HUH,6:00,EMU
U75516,HUH,11:30 ,19:00 ,HUH,7:00,EMU
U75517,,GH,,,,
