Name,Book On Location,Book On Time,Book Off Time,Book Off Location,Duration,Remarks
V65101,HUH,06:41,14:56,HUH,07:45,TAP PICK T32
V65102,HUH,05:16,12:46,HUH,07:00,MKKP1S T3
V65103,HTD,05:05,13:05,HUH,07:30,T24
V65104,HUH,13:44,20:59,HUH,06:45,EMU
V65105,HUH,11:00,19:45,HUH,08:15,KB
V65106,HUH,10:33,17:48,HUH,06:45,EMU
V65107,HUH,05:22,12:37,HUH,06:45,EMU
V65108,HUH,08:00,16:45,HUH,08:15,EMU
V65109,HUH,17:23,01:18,HUH,07:30,FOTP1 STOP
V65110,HUH,18:00,01:45,HUH,07:15,SHTP3 STOP
V65111,HUH,14:12,21:27,HTD,06:45,EMU
V65112,HUH,05:17,12:32,HUH,06:45,EMU
V65113,SHT,04:05,10:50,HUH,06:15,SHTP4S T8
V65114,HUH,12:41,20:11,HUH,07:00,EMU/PM BY
V65115,HUH,13:00,20:30,HUH,07:00,EMU
V65116,HUH,12:22,19:22,HUH,06:30,EMU
V65117,HUH,07:33,16:18,HUH,08:15,EMU
V65118,HUH,05:41,13:11,HUH,07:00,EMU
V65119,HUH,04:28,10:58,HUH,06:00,MKKP3 T5
V65120,HUH,17:11,01:26,HTD,07:45,EMU
V65121,HUH,17:37,01:37,HUH,07:30,SHTP4 STOP
V65122,HUH,16:13,00:58,HUH,08:15,SHTP4S STOP
V65123,HTD,05:53,14:08,HTD,07:45,T29
V65124,HUH,06:53,14:23,HUH,07:00,EMU
V65125,HTD,05:11,13:41,HTD,08:00,T25
V65126,HUH,13:24,22:09,HUH,08:15,EMU
V65127,HUH,12:02,19:17,HUH,06:45,EMU
V65128,HUH,06:56,13:56,HUH,06:30,EMU
V65129,SHT,04:05,10:35,HTD,06:00,SHTP3 T7
V65130,HUH,18:52,01:52,HUH,06:30,MKKP3 STOP
V65131,HUH,17:15,01:30,HUH,07:45,KB
V65132,HUH,15:43,23:13,HUH,07:00,EMU
V65133,HUH,06:40,15:10,HUH,08:00,EMU
V65134,HTD,05:00,13:30,HTD,08:00,HB/Hot Standby
V65135,HUH,04:50,12:50,HUH,07:03,HUHP1 T1
V65136,HUH,18:26,01:26,HUH,06:30,HUHP1 STOP
V65137,HTD,17:53,01:08,HUH,06:45,T24a
V65138,HUH,16:17,01:02,HTD,08:15,EMU
V65139,HUH,05:56,13:26,HUH,07:00,EMU
V65140,HUH,04:28,12:28,HUH,07:30,KB
V65141,HUH,06:34,13:49,HUH,06:45,EMU
V65142,HUH,17:34,01:34,HUH,07:30,MKKP1 STOP
V65143,HUH,16:32,01:17,HUH,08:15,EMU
V65144,HUH,06:19,15:04,HUH,08:15,EMU
V65145,HUH,08:05,16:50,HUH,08:15,EMU
V65146,HUH,13:31,21:16,HUH,07:15,EMU
V65147,HUH,12:38,19:38,HUH,06:30,EMU
V65148,HUH,10:26,18:26,HUH,07:30,EMU
V65149,HUH,04:50,12:20,HUH,07:00,HUHP4 T2/AM BY
V65150,HUH,04:28,12:13,HUH,07:15,MKKP1 T4
V65151,HTD,05:31,13:31,HUH,07:30,T28
V65152,HUH,18:19,01:49,HUH,07:00,HUHP4 STOP
V65153,HUH,18:13,01:58,HUH,07:15,SHTP1 STOP
V65154,HUH,16:25,01:10,HUH,08:15,EMU
V65155,HUH,06:37,14:07,HUH,07:00,EMU
V65156,HTD,06:34,15:19,HUH,08:15,T31
V65157,HUH,15:11,23:56,HUH,08:15,MKKP1S STOP
V65158,HUH,12:35,20:05,HUH,07:00,EMU
V65159,HTD,12:32,19:32,HUH,06:03,EMU
V65301,HUH,08:00,14:30,HUH,06:00,P702/P705/P712
V65302,LOW,07:15,15:15,LOW,07:30,RS
V65303,HUH,22:10,06:10,HUH,08:00,ET12
V65304,HUH,22:10,06:10,HUH,08:00,ET6
V65305,HUH,22:10,06:10,HUH,08:00,ET5
V65306,HUH,10:15,17:15,HUH,06:30,P708/P713
V65307,HUH,13:39,21:39,HUH,07:30,EMU
V65308,HUH,14:00,22:15,HUH,07:45,P714/P717/P720
V65309,LOW,14:30,22:30,LOW,07:30,RS/MTT
V65310,HUH,13:30,21:45,HUH,07:45,P711/P718/P721
V65311,HUH,08:00,15:00,HUH,06:30,P703/P704/P707
V65312,HUH,07:16,16:01,HUH,08:15,FOT PICK T24 (OT)
V65313,HUH,22:10,06:10,HUH,08:00,ET8
V65314,HUH,22:10,06:10,HUH,08:00,ET3
V65315,HUH,22:10,06:10,HUH,08:00,ET1
V65316,LOW,07:15,15:15,LOW,07:30,RS
V65317,HUH,22:10,06:10,HUH,08:00,ET11
V65318,HUH,22:10,06:10,HUH,08:00,ET10
V65319,HUH,22:10,06:10,HUH,08:00,ET2
V65320,LOW,14:30,22:30,LOW,07:30,RS/MTT
V65321,HUH,22:10,06:10,HUH,08:00,ET9
V65322,HUH,22:10,06:10,HUH,08:00,ET7
V65323,HUH,22:10,06:10,HUH,08:00,ET4
V65501,SHS,06:00,14:00,HUH,07:30,LOWP3 PICK T8
V65502,SHS,04:55,11:40,HTD,06:15,LOWP1 T20
V65503,SHT,04:05,10:50,HUH,06:15,FOTP4 T11
V65504,HUH,15:32,00:02,HUH,08:00,LG2S STOP
V65505,HUH,12:57,21:27,HTD,08:00,EMU
V65506,HUH,10:51,19:06,HUH,07:45,EMU
V65507,SHS,06:00,13:30,HUH,07:00,LG1N T18
V65508,SHT,04:05,11:20,HUH,06:45,SHTP4 T9
V65509,HUH,17:23,01:38,HTD,07:45,EMU
V65510,HTD,17:15,01:30,HUH,07:45,T6a/SHSP2 STOP
V65511,HUH,14:29,22:14,HUH,07:15,SG2S STOP
V65512,SHS,04:55,12:55,HUH,07:30,LG2N T19
V65513,SHS,04:55,12:25,HUH,07:00,LMC PICK T4
V65514,SHT,04:05,11:35,HUH,07:00,LOWP3 PICK T13/AM BY
V65515,HUH,13:13,21:58,HUH,08:15,EMU
V65516,HUH,11:27,19:42,HUH,07:45,LOW OFF
V65517,HTD,06:44,15:29,HUH,08:15,T32
V65518,SHTI,04:05,12:05,HUH,07:30,SB
V65519,SHS,04:55,11:55,HUH,06:30,LMCP2 T23
V65520,HUH,16:50,01:20,HUH,08:00,LMCP1 STOP
V65521,HUH,14:40,23:25,HUH,08:15,LG2N STOP
V65522,HUH,13:06,21:51,HUH,08:15,LMC OFF
V65523,HUH,07:27,15:57,HUH,08:00,EMU
V65524,SHS,04:55,11:40,HUH,06:15,LOWP3 T21
V65525,SHT,04:05,11:20,HTD,06:45,FOTP1 T10
V65526,HUH,17:00,01:30,HUH,08:00,LOWP3 STOP
V65527,HUH,16:00,00:30,HUH,08:00,SB
V65528,HTD,06:02,14:32,HUH,08:00,T30
V65529,SHT,04:05,11:20,HTD,06:45,RACP1 T12
V65530,HUH,18:56,01:41,HTD,06:15,EMU
V65531,HUH,16:46,01:31,HUH,08:15,LG1S STOP
V65532,HUH,16:07,00:52,HUH,08:15,SHS OFF
V65533,SHS,06:00,13:15,HUH,06:45,SG2S T15
V65534,HTD,05:20,12:20,HUH,06:30,T26
V65535,SHT,04:05,11:05,HTD,06:30,SHTP1 T6
V65536,HUH,17:31,01:31,HUH,07:30,RACP1 STOP
V65537,HUH,16:36,01:21,HUH,08:15,LMCP2 STOP
V65538,HUH,13:35,21:05,HUH,07:00,EMU
V65539,SHS,04:55,11:55,HUH,06:30,LG2S T17
V65540,HTD,05:22,13:52,HUH,08:00,T27
V65541,HUH,17:49,01:49,HUH,07:30,FOTP4 STOP
V65542,HUH,15:40,23:55,HUH,07:45,TAPP1 STOP
V65543,HUH,13:00,21:00,HUH,07:30,SB
V65544,SHS,04:55,12:10,HUH,06:45,SHSP2 T14
V65545,SHT,04:05,10:35,HUH,06:00,TAPP1 T13
V65546,HUH,16:39,01:24,HUH,08:15,LG1N STOP
V65547,HUH,16:10,00:10,HTD,07:30,EMU
V65548,HUH,14:01,22:01,HUH,07:30,EMU
V65549,SHS,04:55,12:10,HUH,06:45,LMCP1 T22
V65550,SHS,04:55,11:25,HUH,06:00,LG1S T16
V65551,HUH,17:15,01:45,HUH,08:00,LOWP1 STOP
V65552,HTD,16:30,00:45,HTD,07:45,HB
V65553,HUH,13:58,21:58,HUH,07:30,EMU/PM BY
V65554,HUH,07:00,15:45,HUH,08:15,EMU
V65555,HUH,08:10,16:40,HUH,08:00,EMU
V65556,HUH,10:17,17:32,HUH,06:45,EMU
V65557,HUH,18:42,01:42,HTD,06:30,EMU
V65558,HTD,15:04,22:49,HTD,07:15,T24a
V65559,HUH,13:20,21:35,HUH,07:45,EMU
