Name,Book On Location,Book On Time,Book Off Time,Book Off Location,Duration,Remarks
C71101,HUH,07:29 上午,04:14 下午,HUH,8:15,EMU
C71102,HUH,05:16 上午,12:16 下午,HTD,6:30,MKKP1S T3/HTD BY
C71103,HTD,05:05 上午,01:05 下午,HUH,7:30,T24
C71104,HUH,12:14 下午,07:59 下午,HUH,7:15,EMU
C71105,HUH,11:00 上午,07:45 下午,HUH,8:15,KB
C71106,HUH,10:52 上午,05:52 下午,HUH,6:30,EMU
C71107,HUH,05:17 上午,12:47 下午,HUH,7:00,EMU
C71108,HUH,08:05 上午,04:50 下午,HUH,8:15,EMU
C71109,HUH,04:38 下午,01:23 上午,HUH,8:15,FOTP1  STOP
C71110,HUH,06:52 下午,01:37 上午,HUH,6:15,SHTP3 STOP
C71111,HUH,03:13 下午,10:43 下午,HUH,7:00,EMU
C71112,HUH,05:22 上午,12:22 下午,HUH,6:30,EMU
C71113,SHT,04:05 上午,10:50 上午,HTD,6:15,SHTP4S T8
C71114,HUH,12:49 下午,08:04 下午,HUH,6:45,EMU
C71115,HUH,11:49 上午,06:49 下午,HUH,6:30,EMU
C71116,HUH,11:16 上午,07:46 下午,HUH,8:00,EMU
C71117,,GH,,,,
C71118,HUH,05:44 上午,01:14 下午,HUH,7:00,EMU
C71119,HUH,04:28 上午,10:58 上午,HUH,6:00,MKKP3 T5
C71120,HUH,05:42 下午,12:52 上午,HUH,6:30,MKKP1S STOP
C71121,HUH,06:16 下午,01:16 上午,HUH,6:30,SHTP4  STOP
C71122,HUH,03:37 下午,12:22 上午,HUH,8:15,SHTP4S  STOP
C71123,HUH,07:20 上午,04:05 下午,HUH,8:15,EMU
C71124,HUH,07:17 上午,03:02 下午,HUH,7:15,EMU
C71125,HTD,05:11 上午,12:41 下午,HUH,7:00,T25
C71126,HUH,01:04 下午,09:49 下午,HUH,8:15,EMU
C71127,HUH,12:41 下午,09:11 下午,HTD,8:00,EMU
C71128,HUH,06:41 上午,03:26 下午,HUH,8:15,EMU
C71129,SHT,04:05 上午,10:35 上午,HUH,6:00,SHTP3 T7
C71130,HUH,06:38 下午,01:53 上午,HUH,6:45,SHTP3  STOP
C71131,HUH,05:15 下午,01:30 上午,HUH,7:45,KB
C71132,HUH,02:10 下午,09:40 下午,HUH,7:00,EMU
C71133,,GH,,,,
C71134,HTD,05:00 上午,01:30 下午,HTD,8:00,HB/Hot Standby
C71135,HUH,04:50 上午,12:35 下午,HUH,7:15,HUHP1 T1
C71136,HUH,06:20 下午,01:20 上午,HUH,6:30,HUHP1  STOP
C71137,HUH,04:10 下午,12:55 上午,HUH,8:15,EMU
C71138,HUH,05:13 下午,12:58 上午,HUH,7:15,RACP1  STOP
C71139,HUH,07:01 上午,02:31 下午,HUH,7:00,EMU
C71140,HUH,04:28 上午,12:28 下午,HUH,7:30,KB
C71141,HUH,11:27 上午,06:42 下午,HUH,6:45,EMU
C71142,HUH,04:34 下午,01:19 上午,HUH,8:15,MKKP1  STOP
