Name,Book On Location,Book On Time,Book Off Time,Book Off Location,Duration,Remarks
G75101,HUH,07:29 AM,03:14 PM,HUH,07:15,EMU
G75102,HUH,05:16 AM,07:31 AM,HUH,07:45,MKKP1S T3
G75103,HTD,05:05 AM,11:35 AM,HTD,06:00,T24
G75104,HUH,12:13 PM,08:13 PM,HUH,07:30,EMU
G75105,HUH,11:00 AM,07:45 PM,HUH,08:15,KB
G75106,HUH,10:50 AM,06:50 PM,HUH,07:30,EMU
G75107,HUH,05:22 AM,12:52 PM,HUH,07:00,EMU
G75108,HUH,08:07 AM,04:07 PM,HUH,07:30,EMU
G75109,HUH,04:35 PM,01:20 AM,HUH,08:15,FOTP1  STOP
G75110,HUH,06:29 PM,01:44 AM,HUH,06:45,SHTP3 STOP
G75111,HUH,02:02 PM,10:17 PM,HUH,07:45,EMU
G75112,HUH,05:17 AM,01:02 PM,HUH,07:15,EMU
G75113,SHT,04:05 AM,11:20 AM,HTD,06:45,SHTP4S T8/HTD BY
G75114,HUH,12:44 PM,08:29 PM,HUH,07:15,EMU/PM BY
G75115,HUH,01:04 PM,09:49 PM,HUH,08:15,EMU
G75116,HUH,12:24 PM,08:24 PM,HUH,07:30,EMU
G75117,,GH,,,,
G75118,HUH,05:26 AM,01:11 PM,HUH,07:15,EMU
G75119,HUH,04:28 AM,10:58 AM,HUH,06:00,MKKP3 T5
G75120,HUH,06:56 PM,01:26 AM,HTD,06:00,EMU
G75121,HUH,04:47 PM,01:17 AM,HUH,08:00,SHTP4  STOP
G75122,HUH,04:15 PM,12:45 AM,HUH,08:00,SHTP4S  STOP
G75123,HTD,05:52 AM,02:07 PM,HUH,07:45,T27
G75124,HUH,06:53 AM,02:38 PM,HUH,07:15,EMU
G75125,HTD,05:11 AM,01:41 PM,HUH,08:00,T25
G75126,HUH,01:19 PM,09:34 PM,HUH,07:45,EMU
G75127,HUH,11:20 AM,07:05 PM,HUH,07:15,EMU
G75128,HUH,07:01 AM,03:46 PM,HUH,08:15,EMU
G75129,SHT,04:05 AM,11:20 AM,HUH,06:45,SHTP3 T7
G75130,HUH,05:46 PM,01:46 AM,HUH,07:30,SHTP3  STOP
G75131,HUH,05:15 PM,01:30 AM,HUH,07:45,KB
G75132,HUH,02:38 PM,10:38 PM,HTD,07:30,EMU
G75133,,GH,,,,
G75134,HTD,05:00 AM,01:30 PM,HTD,08:00,HB/Hot Standby
G75135,HUH,04:50 AM,11:20 AM,HUH,06:00,HUHP1 T1
G75136,HUH,04:31 PM,01:16 AM,HUH,08:15,MKKP1 STOP
G75137,HUH,05:02 PM,01:02 AM,HUH,07:30,EMU
G75138,HUH,05:06 PM,01:21 AM,HTD,07:45,EMU
G75139,HUH,05:56 AM,02:41 PM,HUH,08:15,EMU
G75140,HUH,04:28 AM,12:28 PM,HUH,07:30,KB
G75141,HUH,07:45 AM,04:00 PM,HUH,07:45,EMU
G75142,HUH,05:14 PM,01:44 AM,HUH,08:00,HUHP1 STOP
G75143,HUH,04:51 PM,01:21 AM,HUH,08:00,EMU
G75144,HUH,06:14 AM,01:59 PM,HUH,07:15,EMU
G75145,HUH,07:49 AM,04:34 PM,HUH,08:15,EMU
G75146,HUH,01:07 PM,09:52 PM,HUH,08:15,EMU
G75147,HUH,02:14 PM,09:44 PM,HTD,07:00,EMU
G75148,HUH,10:23 AM,06:08 PM,HUH,07:15,EMU
G75149,HUH,04:50 AM,12:20 PM,HUH,07:00,HUHP4 T2/AM BY
G75150,HUH,04:28 AM,10:58 AM,HUH,06:00,MKKP1 T4
G75151,HUH,06:34 AM,02:49 PM,HUH,07:45,EMU
G75152,HUH,05:42 PM,01:42 AM,HUH,07:30,HUHP4  STOP
G75153,HUH,07:08 PM,01:53 AM,HUH,06:15,SHTP1  STOP
G75154,HUH,04:59 PM,01:14 AM,HUH,07:45,EMU
G75155,HUH,07:09 AM,03:09 PM,HUH,07:30,EMU
G75156,HUH,07:13 AM,03:58 PM,HUH,08:15,EMU
G75157,HUH,03:32 PM,12:02 AM,HUH,08:00,MKKP1S STOP
G75158,HUH,01:54 PM,10:39 PM,HUH,08:15,EMU
G75159,HUH,12:05 PM,07:50 PM,HUH,07:15,EMU
G75301,HUH,08:00 AM,02:30 PM,HUH,06:00,P702/P705/P712
G75302,LOW,07:15 AM,03:15 PM,LOW,07:30,RS
G75303,HUH,11:30 PM,06:30 AM,HUH,07:00,ET12
G75304,HUH,10:10 PM,06:10 AM,HUH,08:00,ET6
G75305,HUH,10:10 PM,06:10 AM,HUH,08:00,ET5
G75306,HUH,10:15 AM,05:15 PM,HUH,06:30,P708/P713
G75307,HUH,01:43 PM,09:58 PM,HUH,07:45,EMU
G75308,HUH,01:30 PM,10:15 PM,HUH,08:15,P714/P717/P720
G75309,LOW,02:30 PM,10:30 PM,LOW,07:30,RS/MTT
G75310,HUH,01:30 PM,09:45 PM,HUH,07:45,P711/P718/P721
G75311,HUH,08:00 AM,03:00 PM,HUH,06:30,P703/P704/P707
G75312,HUH,07:41 AM,04:26 PM,HUH,08:15,EMU OT
G75313,HUH,10:10 PM,06:10 AM,HUH,08:00,ET8
G75314,HUH,10:10 PM,06:10 AM,HUH,08:00,ET3
G75315,HUH,10:10 PM,06:10 AM,HUH,08:00,ET1
G75316,LOW,07:15 AM,03:15 PM,LOW,07:30,RS
G75317,HUH,10:10 PM,06:10 AM,HUH,08:00,ET11
G75318,HUH,10:10 PM,06:10 AM,HUH,08:00,ET10
G75319,HUH,10:10 PM,06:10 AM,HUH,08:00,ET2
G75320,LOW,02:30 PM,10:30 PM,HUH,07:30,RS/MTT
G75321,HUH,10:10 PM,06:10 AM,HUH,08:00,ET9
G75322,HUH,10:10 PM,06:10 AM,HUH,08:00,ET7
G75323,HUH,10:10 PM,06:10 AM,HUH,08:00,ET4
G75501,SHS,04:55 AM,12:25 PM,HUH,07:00,LOW Step2
G75502,SHS,04:55 AM,11:55 AM,HUH,06:30,LOWP1 T20
G75503,SHT,04:05 AM,11:35 AM,HUH,07:00,FOTP4 T11
G75504,HUH,05:22 PM,01:22 AM,HUH,07:30,LG2N STOP
G75505,HUH,02:26 PM,09:41 PM,HTD,06:45,EMU
G75506,HUH,10:19 AM,07:04 PM,HUH,08:15,EMU
G75507,SHS,04:55 AM,01:25 PM,HUH,08:00,LG2N T18
G75508,SHT,04:05 AM,11:50 AM,HUH,07:15,SHTP4 T9
G75509,HUH,05:18 PM,01:48 AM,HTD,08:00,EMU
