番號,上班地點,上班時間,下班時間,下班地點,工時,備註
R71144,HUH,06:10 ,13:10 ,HUH,6:30,EMU
R71145,HUH,07:53 ,15:53 ,HUH,7:30,EMU
R71146,HUH,13:19 ,20:19 ,HUH,6:30,EMU
R71147,HUH,14:18 ,20:48 ,HUH,6:00,MKKP1S STOP
R71148,HUH,13:08 ,19:38 ,HUH,6:00,EMU
R71149,HUH,04:50 ,12:50 ,HUH,7:30,HUHP4 Run2
R71150,HUH,04:28 ,12:13 ,HUH,7:15,MKKP1 Run4
R71151,HUH,06:37 ,14:22 ,HUH,7:15,EMU
R71152,HUH,18:34 ,01:49 ,HUH,6:45,HUHP4  STOP
R71153,HUH,18:02 ,01:47 ,HUH,7:15,SHTP1  STOP
R71154,HUH,17:20 ,01:05 ,HUH,7:15,EMU
R71155,HUH,07:08 ,14:08 ,HUH,6:30,EMU
R71156,HUH,07:18 ,15:15 ,HUH,7:27,EMU
R71157,HUH,14:39 ,21:24 ,HUH,6:15,EMU
R71158,HUH,14:01 ,20:46 ,HUH,6:15,EMU
R71159,HTD,12:00 ,19:30 ,HTD,7:00,HB
R71301,HUH,08:00 ,14:30 ,HUH,6:00,P702/P705/P712
R71302,LOW,07:15 ,15:15 ,LOW,7:30,RS
R71303,HUH,23:30 ,06:10 ,HUH,6:10,ET12
R71304,HUH,22:10 ,06:10 ,HUH,7:30,ET6
R71305,HUH,22:10 ,06:10 ,HUH,7:30,ET5
R71306,HUH,10:15 ,17:15 ,HUH,6:30,P708/P713
R71307,HUH,13:40 ,20:10 ,HUH,6:00,EMU
R71308,HUH,13:30 ,22:15 ,HUH,8:15,P714/P717/P720
R71309,LOW,14:30 ,22:30 ,LOW,7:30,RS/MTT
R71310,HUH,13:30 ,21:45 ,HUH,7:45,P711/P718/P721
R71311,HUH,08:00 ,15:00 ,HUH,6:30,P703/P704/P707
R71312,HUH,08:21 ,16:06 ,HUH,7:15,EMU
R71313,HUH,22:10 ,06:10 ,HUH,7:30,ET8
R71314,HUH,22:10 ,06:10 ,HUH,7:30,ET3
R71315,HUH,22:10 ,06:10 ,HUH,7:30,ET1
R71316,LOW,07:15 ,15:15 ,LOW,7:30,RS
R71317,HUH,22:10 ,06:10 ,HUH,7:30,ET11
R71318,HUH,22:10 ,06:10 ,HUH,7:30,ET10
R71319,HUH,22:10 ,06:10 ,HUH,7:30,ET2
R71320,LOW,14:30 ,22:30 ,HUH,7:30,RS
R71321,HUH,22:10 ,06:10 ,HUH,7:30,ET9
R71322,HUH,22:10 ,06:10 ,HUH,7:30,ET7
R71323,HUH,22:10 ,06:10 ,HUH,7:30,ET4
R71501,HUH,06:44 ,14:29 ,HUH,7:15,RMU
R71502,SHS,04:55 ,11:25 ,HUH,6:00,LOWP1 Run20
R71503,SHT,04:05 ,10:35 ,HUH,6:00,FOTP4 Run11
R71504,HUH,17:27 ,23:57 ,HUH,6:00,EMU
R71505,HUH,14:25 ,21:25 ,HUH,6:30,EMU
R71506,LOW,11:00 ,18:30 ,HUH,7:00,LWM BY
R71507,SHS,04:55 ,12:55 ,HUH,7:30,LG1N Run18
R71508,SHT,04:05 ,10:50 ,HUH,6:15,SHTP4 Run9
R71509,HUH,16:59 ,00:14 ,HUH,6:45,EMU
R71510,HUH,17:48 ,01:48 ,HUH,7:30,SHSP2 STOP
R71511,HUH,14:46 ,21:46 ,HUH,6:30,EMU
R71512,HUH,07:11 ,13:41 ,HUH,6:00,EMU
R71513,SHS,04:55 ,12:25 ,HUH,7:00,LMC Step1
R71514,SHT,04:05 ,11:20 ,HUH,6:45,LOW Step1
R71515,HUH,13:36 ,20:06 ,HUH,6:00,EMU
R71516,HUH,11:34 ,19:04 ,HUH,7:00,EMU
R71517,,GH,,,,
R71518,SHT,04:05 ,12:05 ,HUH,7:30,SB
R71519,SHS,04:55 ,12:10 ,HUH,6:45,LMCP2 Run23
R71520,HUH,17:34 ,01:34 ,HUH,7:30,LMCP1 STOP
R71521,HUH,15:21 ,22:36 ,HUH,6:45,EMU
R71522,HUH,13:43 ,20:13 ,HUH,6:00,LG1S STOP
R71523,HUH,07:32 ,14:17 ,HUH,6:15,EMU
R71524,SHS,04:55 ,11:25 ,HUH,6:00,LOWP3 Run21
R71525,SHT,04:05 ,11:20 ,HUH,6:45,FOTP1 Run10
R71526,HUH,19:02 ,01:32 ,HUH,6:00,LOWP3 STOP
R71527,HUH,16:00 ,00:30 ,HUH,8:00,SB
R71528,HUH,06:58 ,14:28 ,HUH,7:00,EMU
R71529,SHT,04:05 ,11:50 ,HUH,7:15,RACP1 Run12
R71530,HUH,16:38 ,00:23 ,HUH,7:15,EMU
R71531,HUH,16:52 ,00:22 ,HUH,7:00,EMU
R71532,HUH,16:10 ,00:55 ,HUH,8:15,SHS OFF
R71533,,GH,,,,
R71534,SHS,07:00 ,13:30 ,HUH,6:00,LWM BY
R71535,SHT,04:05 ,11:50 ,HUH,7:15,SHTP1 Run6
R71536,HUH,13:50 ,21:20 ,HTD,7:00,EMU
R71537,HUH,16:45 ,01:30 ,HUH,8:15,LMCP2 STOP
R71538,HUH,14:32 ,22:32 ,HUH,7:30,EMU
R71539,HUH,06:30 ,13:45 ,HUH,6:45,EMU
R71540,HTD,05:24 ,11:54 ,HUH,6:00,Run26
R71541,HUH,18:16 ,01:31 ,HUH,6:45,FOTP4  STOP
R71542,HUH,15:42 ,00:27 ,HUH,8:15,TAPP1  STOP
R71543,HUH,13:00 ,21:00 ,HUH,7:30,SB
R71544,SHS,04:55 ,13:10 ,HUH,7:45,SHSP2 Run14
R71545,SHT,04:05 ,11:05 ,HUH,6:30,TAPP1 Run13
R71546,HUH,15:35 ,22:05 ,LOW,6:00,LG1N STOP + LWM BY
R71547,HUH,16:03 ,00:48 ,HTD,8:15,EMU
R71548,HUH,15:04 ,23:34 ,HUH,8:00,LMC OFF
R71549,SHS,04:55 ,12:40 ,HUH,7:15,LMCP1 Run22
R71550,SHS,04:55 ,13:10 ,HUH,7:45,LG2S Run16
R71551,HUH,17:35 ,01:35 ,HUH,7:30,LOWP1 STOP
R71552,HTD,16:30 ,00:45 ,HTD,7:45,HB
R71553,HUH,14:22 ,21:52 ,HUH,7:00,EMU
R71554,HUH,08:35 ,15:35 ,HUH,6:30,EMU
R71555,HUH,08:07 ,14:52 ,HUH,6:15,EMU
