番號,上班地點,上班時間,下班時間,下班地點,工時,備註
R71101,HUH,08:22 ,15:52 ,HUH,7:00,HUH BY + EMU
R71102,HUH,05:51 ,14:21 ,HUH,8:00,EMU
R71103,HTD,05:05 ,12:05 ,HUH,6:30,Run24
R71104,HUH,12:16 ,19:31 ,HTD,6:45,EMU
R71105,HUH,11:00 ,19:45 ,HUH,8:15,KB
R71106,HUH,10:55 ,17:40 ,HUH,6:15,EMU
R71107,HUH,05:22 ,13:07 ,HUH,7:15,EMU
R71108,HUH,08:14 ,16:44 ,HUH,8:00,EMU
R71109,HUH,16:49 ,01:34 ,HUH,8:15,FOTP1  STOP
R71110,HUH,19:13 ,01:43 ,HUH,6:00,SHTP3 STOP
R71111,HUH,14:04 ,20:34 ,HUH,6:00,EMU
R71112,HUH,05:17 ,12:17 ,HUH,6:30,EMU
R71113,SHT,04:05 ,10:35 ,HUH,6:00,SHTP4S Run8
R71114,HUH,12:54 ,20:24 ,HUH,7:00,EMU
R71115,HUH,13:15 ,19:45 ,HUH,6:00,EMU
R71116,HUH,12:33 ,19:03 ,HUH,6:00,EMU
R71117,,GH,,,,
R71118,HUH,05:26 ,13:26 ,HUH,7:30,EMU
R71119,HUH,04:28 ,10:58 ,HUH,6:00,MKKP3 Run5
R71120,HUH,15:25 ,22:40 ,HUH,6:45,EMU
R71121,HUH,16:31 ,01:16 ,HUH,8:15,SHTP4  STOP
R71122,HUH,15:07 ,22:22 ,HUH,6:45,SHTP4S  STOP
R71123,HUH,06:22 ,13:52 ,HUH,7:00,EMU
R71124,HUH,06:51 ,14:06 ,HUH,6:45,EMU
R71125,HTD,05:11 ,11:41 ,HUH,6:00,Run25
R71126,HUH,13:22 ,19:52 ,HUH,6:00,EMU
R71127,HUH,12:12 ,18:42 ,HUH,6:00,EMU
R71128,HUH,07:03 ,14:03 ,HUH,6:30,EMU
R71129,SHT,04:05 ,10:35 ,HUH,6:00,SHTP3 Run7
R71130,HUH,19:09 ,01:39 ,HUH,6:00,MKKP3 STOP
R71131,HUH,17:15 ,01:30 ,HUH,7:45,KB
R71132,HUH,14:43 ,21:58 ,HUH,6:45,EMU
R71133,,GH,,,,
R71134,HTD,05:00 ,13:30 ,HTD,8:00,HB/Hot Standby
R71135,HUH,04:50 ,12:35 ,HUH,7:15,HUHP1 Run1
R71136,HUH,13:57 ,21:42 ,HUH,7:15,MKKP1 STOP
R71137,HUH,17:10 ,00:55 ,HUH,7:15,EMU
R71138,HUH,17:54 ,01:09 ,HTD,6:45,EMU
R71139,HUH,05:58 ,13:28 ,HUH,7:00,EMU
R71140,HUH,04:28 ,12:28 ,HUH,7:30,KB
R71141,HUH,07:46 ,15:01 ,HUH,6:45,EMU
R71142,HUH,18:43 ,01:43 ,HUH,6:30,HUHP1 STOP
R71143,HUH,18:30 ,01:15 ,HUH,6:15,EMU
