番號,上班地點,上班時間,下班時間,下班地點,工時,備註
U71101,HUH,08:22 ,16:07 ,HUH,07:15,HUH BY + EMU
U71102,HUH,05:51 ,14:21 ,HUH,08:00,EMU
U71103,HTD,05:05 ,12:05 ,HUH,06:30,Run24
U71104,HUH,12:19 ,19:19 ,HTD,06:30,EMU
U71105,HUH,11:00 ,19:45 ,HUH,08:15,KB
U71106,HUH,10:55 ,18:55 ,HUH,07:30,EMU
U71107,HUH,05:22 ,13:07 ,HUH,07:15,EMU
U71108,HUH,08:14 ,16:44 ,HUH,08:00,EMU
U71109,HUH,16:49 ,01:34 ,HUH,08:15,FOTP1  STOP
U71110,HUH,19:05 ,01:35 ,HUH,06:00,SHTP3 STOP
U71111,HUH,14:07 ,20:37 ,HUH,06:00,EMU
U71112,HUH,05:17 ,12:17 ,HUH,06:30,EMU
U71113,SHT,04:05 ,10:35 ,HUH,06:00,SHTP4S Run8
U71114,HUH,12:54 ,20:24 ,HUH,07:00,EMU
U71115,HUH,13:15 ,19:45 ,HUH,06:00,EMU
U71116,HUH,12:33 ,19:03 ,HUH,06:00,EMU
U71117,,GH,,,,
U71118,HUH,05:26 ,13:41 ,HUH,07:45,EMU
U71119,HUH,04:28 ,10:58 ,HUH,06:00,MKKP3 Run5
U71120,HUH,15:25 ,22:40 ,HUH,06:45,EMU
U71121,HUH,16:35 ,01:20 ,HUH,08:15,SHTP4  STOP
U71122,HUH,15:10 ,22:25 ,HUH,06:45,SHTP4S  STOP
U71123,HUH,06:22 ,13:52 ,HUH,07:00,EMU
U71124,HUH,06:51 ,14:06 ,HUH,06:45,EMU
U71125,HTD,05:11 ,11:41 ,HUH,06:00,Run25
U71126,HUH,13:25 ,19:55 ,HUH,06:00,EMU
U71127,HUH,12:12 ,18:42 ,HUH,06:00,EMU
U71128,HUH,07:03 ,14:03 ,HUH,06:30,EMU
U71129,SHT,04:05 ,10:35 ,HUH,06:00,SHTP3 Run7
U71130,HUH,19:09 ,01:39 ,HUH,06:00,MKKP3 STOP
U71131,HUH,17:15 ,01:30 ,HUH,07:45,KB
U71132,HUH,14:46 ,22:01 ,HUH,06:45,EMU
U71133,,GH,,,,
U71134,HTD,05:00 ,13:30 ,HTD,08:00,HB/Hot Standby
U71135,HUH,04:50 ,12:35 ,HUH,07:15,HUHP1 Run1
U71136,HUH,13:57 ,21:42 ,HUH,07:15,MKKP1 STOP
U71137,HUH,17:13 ,00:58 ,HUH,07:15,EMU
U71138,HUH,17:54 ,01:09 ,HTD,06:45,EMU
U71139,HUH,05:58 ,13:28 ,HUH,07:00,EMU
U71140,HUH,04:28 ,12:28 ,HUH,07:30,KB
U71141,HUH,07:46 ,15:01 ,HUH,06:45,EMU
U71142,HUH,19:01 ,01:31 ,HUH,06:00,HUHP1 STOP
U71143,HUH,18:30 ,01:15 ,HUH,06:15,EMU
U71144,HUH,06:10 ,13:10 ,HUH,06:30,EMU
U71145,HUH,07:53 ,15:53 ,HUH,07:30,EMU
U71146,HUH,13:22 ,20:22 ,HTD,06:30,EMU
U71147,HUH,13:00 ,19:30 ,HUH,06:00,HUH By
U71148,HUH,13:08 ,19:38 ,HUH,06:00,EMU
U71149,HUH,04:50 ,12:50 ,HUH,07:30,HUHP4 Run2
U71150,HUH,04:28 ,12:13 ,HUH,07:15,MKKP1 Run4
U71151,HUH,06:30 ,14:30 ,HUH,07:30,EMU
U71152,HUH,18:34 ,01:49 ,HUH,06:45,HUHP4  STOP
U71153,HUH,18:02 ,01:47 ,HUH,07:15,SHTP1  STOP
U71154,HUH,18:24 ,00:54 ,HUH,06:00,EMU
U71155,HUH,07:08 ,14:08 ,HUH,06:30,EMU
U71156,HUH,07:18 ,15:15 ,HUH,07:27,EMU
U71157,HUH,14:39 ,21:24 ,HUH,06:15,EMU
U71158,HUH,14:04 ,20:49 ,HUH,06:15,EMU
U71159,HTD,12:00 ,19:30 ,HTD,07:00,HB
U71301,HUH,08:00 ,14:30 ,HUH,06:00,P702/P705/P712
U71302,LOW,07:15 ,15:15 ,LOW,07:30,RS
U71303,HUH,23:30 ,06:10 ,HUH,06:10,ET12
U71304,HUH,22:10 ,06:10 ,HUH,07:30,ET6
U71305,HUH,22:10 ,06:10 ,HUH,07:30,ET5
U71306,HUH,10:15 ,17:15 ,HUH,06:30,P708/P713
U71307,HUH,13:43 ,20:13 ,HUH,06:00,EMU
U71308,HUH,13:30 ,22:15 ,HUH,08:15,P714/P717/P720
U71309,LOW,14:30 ,22:30 ,LOW,07:30,RS/MTT
U71310,HUH,13:30 ,21:45 ,HUH,07:45,P711/P718/P721
U71311,HUH,08:00 ,15:00 ,HUH,06:30,P703/P704/P707
U71312,HUH,08:21 ,16:06 ,HUH,07:15,EMU
U71313,HUH,22:10 ,06:10 ,HUH,07:30,ET8
U71314,HUH,22:10 ,06:10 ,HUH,07:30,ET3
U71315,HUH,22:10 ,06:10 ,HUH,07:30,ET1
U71316,LOW,07:15 ,15:15 ,LOW,07:30,RS
U71317,HUH,22:10 ,06:10 ,HUH,07:30,ET11
U71318,HUH,22:10 ,06:10 ,HUH,07:30,ET10
U71319,HUH,22:10 ,06:10 ,HUH,07:30,ET2
U71320,LOW,14:30 ,22:30 ,HUH,07:30,RS
U71321,HUH,22:10 ,06:10 ,HUH,07:30,ET9
U71322,HUH,22:10 ,06:10 ,HUH,07:30,ET7
U71323,HUH,22:10 ,06:10 ,HUH,07:30,ET4
U71501,HUH,06:44 ,14:44 ,HUH,07:30,RMU
U71502,SHS,04:55 ,11:25 ,HUH,06:00,LOWP1 Run20
U71503,SHT,04:05 ,10:35 ,HUH,06:00,FOTP4 Run11
U71504,HUH,17:27 ,23:57 ,HUH,06:00,EMU
U71505,HUH,14:28 ,21:28 ,HUH,06:30,EMU
U71506,LOW,11:00 ,18:30 ,HUH,07:00,LWM BY
U71507,SHS,04:55 ,12:55 ,HUH,07:30,LG1N Run18
U71508,SHT,04:05 ,10:50 ,HUH,06:15,SHTP4 Run9
U71509,HUH,16:56 ,00:11 ,HUH,06:45,EMU
U71510,HUH,17:41 ,01:41 ,HUH,07:30,SHSP2 STOP
U71511,HUH,14:49 ,21:34 ,HUH,06:15,EMU
U71512,HUH,07:11 ,13:41 ,HUH,06:00,EMU
U71513,SHS,04:55 ,12:25 ,HUH,07:00,LMC Step1
U71514,SHT,04:05 ,11:20 ,HUH,06:45,LOW Step1
U71515,HUH,13:36 ,20:06 ,HUH,06:00,EMU
U71516,HUH,11:37 ,18:52 ,HUH,06:45,EMU
U71517,,GH,,,,
U71518,SHT,04:05 ,12:05 ,HUH,07:30,SB
U71519,SHS,04:55 ,12:10 ,HUH,06:45,LMCP2 Run23
U71520,HUH,18:52 ,01:22 ,HUH,06:00,LMCP1 STOP
U71521,HUH,15:21 ,22:36 ,HUH,06:45,EMU
U71522,HUH,13:46 ,20:16 ,HUH,06:00,LG1S STOP
U71523,HUH,07:32 ,14:17 ,HUH,06:15,EMU
U71524,SHS,04:55 ,11:25 ,HUH,06:00,LOWP3 Run21
U71525,SHT,04:05 ,11:20 ,HUH,06:45,FOTP1 Run10
U71526,HUH,17:20 ,01:35 ,HUH,07:45,LOWP3 STOP
U71527,HUH,16:00 ,00:30 ,HUH,08:00,SB
U71528,HUH,06:58 ,14:28 ,HUH,07:00,EMU
U71529,SHT,04:05 ,11:50 ,HUH,07:15,RACP1 Run12
U71530,HUH,16:59 ,23:59 ,HUH,06:30,EMU
U71531,HUH,18:19 ,00:49 ,HUH,06:00,EMU
U71532,HUH,16:14 ,00:59 ,HUH,08:15,SHS OFF
U71533,,GH,,,,
U71534,SHS,07:00 ,13:30 ,HUH,06:00,LWM BY
U71535,SHT,04:05 ,11:50 ,HUH,07:15,SHTP1 Run6
U71536,HUH,13:50 ,21:20 ,HTD,07:00,EMU
U71537,HUH,16:45 ,01:30 ,HUH,08:15,LMCP2 STOP
U71538,HUH,14:32 ,22:32 ,HUH,07:30,EMU
U71539,HUH,06:37 ,15:22 ,HUH,08:15,EMU
U71540,HTD,05:24 ,11:54 ,HUH,06:00,Run26
U71541,HUH,18:16 ,01:31 ,HUH,06:45,FOTP4  STOP
U71542,HUH,15:42 ,00:27 ,HUH,08:15,TAPP1  STOP
U71543,HUH,13:00 ,21:00 ,HUH,07:30,SB
U71544,SHS,04:55 ,13:10 ,HUH,07:45,SHSP2 Run14
U71545,SHT,04:05 ,11:05 ,HUH,06:30,TAPP1 Run13
U71546,HUH,15:35 ,22:05 ,LOW,06:00,LG1N STOP + LWM BY
U71547,HUH,16:03 ,00:48 ,HTD,08:15,EMU
U71548,HUH,15:07 ,23:37 ,HUH,08:00,LMC OFF
U71549,SHS,04:55 ,12:40 ,HUH,07:15,LMCP1 Run22
U71550,SHS,04:55 ,13:10 ,HUH,07:45,LG2S Run16
U71551,HUH,18:09 ,01:39 ,HUH,07:00,LOWP1 STOP
U71552,HTD,16:30 ,00:45 ,HTD,07:45,HB
U71553,HUH,14:22 ,21:52 ,HUH,07:00,EMU
U71554,HUH,08:35 ,15:35 ,HUH,06:30,EMU
U71555,HUH,08:07 ,14:52 ,HUH,06:15,EMU
