Name,Book On Location,Book On Time,Book Off Time,Book Off Location,Duration,Remarks
R61101,HUH,06:41 上午,02:56 下午,HUH,7:45,TAP PICK T32
R61102,HUH,05:16 上午,12:46 下午,HUH,7:00,MKKP1S T3
R61103,HTD,05:05 上午,01:05 下午,HUH,7:30,T24
R61104,HUH,01:44 下午,08:59 下午,HUH,6:45,EMU
R61105,HUH,11:00 上午,07:45 下午,HUH,8:15,KB
R61106,HUH,10:33 上午,05:48 下午,HUH,6:45,EMU
R61107,HUH,05:22 上午,12:37 下午,HUH,6:45,EMU
R61108,HUH,08:00 上午,04:45 下午,HUH,8:15,EMU
R61109,HUH,05:18 下午,01:18 上午,HUH,7:30,FOTP1 STOP
R61110,HUH,06:03 下午,01:48 上午,HUH,7:15,SHTP3 STOP
R61111,HUH,02:12 下午,09:27 下午,HTD,6:45,EMU
R61112,HUH,05:17 上午,12:32 下午,HUH,6:45,EMU
R61113,SHT,04:05 上午,10:50 上午,HUH,6:15,SHTP4S T8
R61114,HUH,12:42 下午,08:12 下午,HUH,7:00,EMU/PM BY
R61115,HUH,01:00 下午,08:30 下午,HUH,7:00,EMU
R61116,HUH,12:22 下午,07:22 下午,HUH,6:30,EMU
R61117,HUH,07:33 上午,04:18 下午,HUH,8:15,EMU
R61118,HUH,05:41 上午,01:11 下午,HUH,7:00,EMU
R61119,HUH,04:28 上午,10:58 上午,HUH,6:00,MKKP3 T5
R61120,HUH,05:11 下午,01:26 上午,HTD,7:45,EMU
R61121,HUH,05:37 下午,01:37 上午,HUH,7:30,SHTP4 STOP
R61122,HUH,04:13 下午,12:58 上午,HUH,8:15,SHTP4S STOP
R61123,HTD,05:53 上午,02:08 下午,HTD,7:45,T29
R61124,HUH,06:53 上午,02:23 下午,HUH,7:00,EMU
R61125,HTD,05:11 上午,01:41 下午,HTD,8:00,T25
R61126,HUH,01:24 下午,10:09 下午,HUH,8:15,EMU
R61127,HUH,12:02 下午,07:17 下午,HUH,6:45,EMU
R61128,HUH,06:56 上午,01:56 下午,HUH,6:30,EMU
R61129,SHT,04:05 上午,12:05 下午,HUH,7:30,SHTP3 T7
R61130,HUH,06:55 下午,01:55 上午,HUH,6:30,MKKP3 STOP
R61131,HUH,05:15 下午,01:30 上午,HUH,7:45,KB
R61132,HUH,03:43 下午,11:13 下午,HUH,7:00,EMU
R61133,HUH,06:40 上午,03:10 下午,HUH,8:00,EMU
R61134,HTD,05:00 上午,01:30 下午,HTD,8:00,HB/Hot Standby
R61135,HUH,04:50 上午,12:50 下午,HUH,7:03,HUHP1 T1
R61136,HUH,06:30 下午,01:15 上午,HUH,6:15,HUHP1 STOP
R61137,HTD,05:57 下午,12:57 上午,HUH,6:30,T24a
R61138,HUH,04:17 下午,01:02 上午,HTD,8:15,EMU
R61139,HUH,05:56 上午,01:26 下午,HUH,7:00,EMU
R61140,HUH,04:28 上午,12:28 下午,HUH,7:30,KB
R61141,HUH,06:34 上午,01:49 下午,HUH,6:45,EMU
R61142,HUH,05:34 下午,01:34 上午,HUH,7:30,MKKP1 STOP
R61143,HUH,04:34 下午,01:19 上午,HUH,8:15,EMU
R61144,HUH,06:15 上午,03:00 下午,HUH,8:15,EMU
R61145,HUH,08:05 上午,04:50 下午,HUH,8:15,EMU
R61146,HUH,01:31 下午,09:16 下午,HUH,7:15,EMU
R61147,HUH,12:39 下午,07:39 下午,HUH,6:30,EMU
R61148,HUH,10:26 上午,06:26 下午,HUH,7:30,EMU
R61149,HUH,04:50 上午,12:20 下午,HUH,7:00,HUHP4 T2/AM BY
R61150,HUH,04:28 上午,12:13 下午,HUH,7:15,MKKP1 T4
R61151,HTD,05:31 上午,01:31 下午,HUH,7:30,T28
R61152,HUH,06:24 下午,01:54 上午,HUH,7:00,HUHP4 STOP
R61153,HUH,06:21 下午,01:51 上午,HUH,7:00,SHTP1 STOP
R61154,HUH,04:24 下午,01:09 上午,HUH,8:15,EMU
R61155,HUH,06:37 上午,02:07 下午,HUH,7:00,EMU
R61156,HTD,06:34 上午,03:19 下午,HUH,8:15,T31
R61157,HUH,03:32 下午,12:17 上午,HUH,8:15,MKKP1S STOP
R61158,HUH,12:37 下午,08:07 下午,HUH,7:00,EMU
R61159,HTD,12:31 下午,07:31 下午,HUH,6:30,EMU
R61301,HUH,08:00 上午,02:30 下午,HUH,6:00,P702/P705/P712
R61302,LOW,07:15 上午,03:15 下午,LOW,7:30,RS
R61303,HUH,10:10 下午,06:10 上午,HUH,8:00,ET12
R61304,HUH,10:10 下午,06:10 上午,HUH,8:00,ET6
R61305,HUH,10:10 下午,06:10 上午,HUH,8:00,ET5
R61306,HUH,10:15 上午,05:15 下午,HUH,6:30,P708/P713
R61307,HUH,01:39 下午,09:39 下午,HUH,7:30,EMU
R61308,HUH,02:00 下午,10:15 下午,HUH,7:45,P714/P717/P720
R61309,LOW,02:30 下午,10:30 下午,LOW,7:30,RS/MTT
R61310,HUH,01:30 下午,09:45 下午,HUH,7:45,P711/P718/P721
R61311,HUH,08:00 上午,03:00 下午,HUH,6:30,P703/P704/P707
R61312,HUH,07:16 上午,04:01 下午,HUH,8:15,FOT PICK T24 (OT)
R61313,HUH,10:10 下午,06:10 上午,HUH,8:00,ET8
R61314,HUH,10:10 下午,06:10 上午,HUH,8:00,ET3
R61315,HUH,10:10 下午,06:10 上午,HUH,8:00,ET1
R61316,LOW,07:15 上午,03:15 下午,LOW,7:30,RS
R61317,HUH,10:10 下午,06:10 上午,HUH,8:00,ET11
R61318,HUH,10:10 下午,06:10 上午,HUH,8:00,ET10
